KIC|P13|G|2MASS|GLAT|GLON|Teffc|e_Teffc|Teff|e_Teff|Dnu|e_Dnu|numax|e_numax|Notes|Teff1|e_Teff1|[M/H]1|e_[M/H]1|M1|E_M1|e_M1|R1|E_R1|e_R1|log.g1|E_log.g1|e_log.g1|rho1|E_rho1|e_rho1|Teff2|e_Teff2|[M/H]2|e_[M/H]2|M2|E_M2|e_M2|R2|E_R2|e_R2|log.g2|E_log.g2|e_log.g2|rho2|E_rho2|e_rho2|_RA|_DE
#  | | | |deg|deg|K|K|K|K|uHz|uHz|uHz|uHz| |K|K|[Sun]|[Sun]|[Msun]|[Msun]|[Msun]|[Rsun]|[Rsun]|[Rsun]|[cm/s2]|[cm/s2]|[cm/s2]|[Sun]|[Sun]|[Sun]|K|K|[Sun]|[Sun]|[Msun]|[Msun]|[Msun]|[Rsun]|[Rsun]|[Rsun]|[cm/s2]|[cm/s2]|[cm/s2]|[Sun]|[Sun]|[Sun]|deg|deg
# --------|---|---|-----------------|------|------|-----|-----|-----|-----|-----|-----|------|-----|---------------------------------------------|----|---|-----|-----|--------|--------|--------|--------|--------|--------|---------|---------|---------|-----------|-----------|-----------|----|---|-----|-----|--------|--------|--------|--------|--------|--------|---------|---------|---------|-----------|-----------|-----------|----------|----------
11289759|  1|  0|J19113447+4905595|79.911|17.069| 4983|  103| 4745|   94| 3.86| 0.11| 33.45| 1.93|PUBLIC                                       |4532| 82| 0.05| 0.05|    1.22|    0.26|    0.21|   11.41|    0.87|    0.73|    2.410|    0.025|    0.024|    0.00082|    0.00003|    0.00003|4601| 82| 0.09| 0.05|    1.27|    0.29|    0.25|   11.59|    0.93|    0.86|    2.415|    0.026|    0.027|    0.00082|    0.00003|    0.00003|287.893650|+49.099861
11395816|  1|  0|J19120040+4915550|80.099|17.066| 4869|  102| 4688|   95| 4.05| 0.08| 32.75| 0.78|PUBLIC                                       |4801| 92|-0.20| 0.06|    1.06|    0.11|    0.08|   10.55|    0.42|    0.38|    2.415|    0.011|    0.009|    0.00090|    0.00003|    0.00003|4799| 92|-0.24| 0.06|    1.06|    0.10|    0.08|   10.57|    0.40|    0.36|    2.416|    0.011|    0.009|    0.00090|    0.00003|    0.00003|288.001680|+49.265282
11342804|  1|  0|J19111829+4911203|79.980|17.143| 4833|  103| 4604|   94| 6.20| 0.13| 62.55| 1.93|PUBLIC                                       |4532| 90|-0.15| 0.06|    1.20|    0.16|    0.15|    8.26|    0.39|    0.39|    2.683|    0.016|    0.015|    0.00213|    0.00007|    0.00006|4601| 90|-0.15| 0.06|    1.24|    0.16|    0.15|    8.35|    0.39|    0.39|    2.687|    0.015|    0.017|    0.00213|    0.00006|    0.00006|287.826230|+49.188969
10651578|  1|  0|J19010034+4755096|78.090|18.273| 5024|  100| 4822|   93| 4.12| 0.11| 32.78| 0.82|KASC,PUBLIC                                  |4690| 92|-0.20| 0.06|    0.98|    0.11|    0.09|   10.20|    0.47|    0.38|    2.414|    0.011|    0.011|    0.00093|    0.00003|    0.00003|4717| 92|-0.23| 0.06|    0.99|    0.11|    0.10|   10.22|    0.46|    0.40|    2.415|    0.011|    0.011|    0.00093|    0.00003|    0.00003|285.251430|+47.919350
10651320|  1|  0|J19002103+4754583|78.047|18.374| 5150|   90| 4926|   83| 4.10| 0.10| 29.21| 1.08|PUBLIC                                       |4803|106|-0.56| 0.07|    0.85|    0.07|    0.05|    9.81|    0.33|    0.27|    2.384|    0.011|    0.011|    0.00090|    0.00003|    0.00003|4800|106|-0.66| 0.07|    0.82|    0.07|    0.05|    9.72|    0.32|    0.27|    2.382|    0.011|    0.011|    0.00090|    0.00003|    0.00003|285.087650|+47.916210
10651398|  1|  0|J19003305+4755044|78.061|18.344| 5068|   90| 4868|   83| 3.71| 0.08| 25.03| 1.16|PUBLIC                                       |4930|107|-0.58| 0.08|        |        |        |        |        |        |         |         |         |           |           |           |4894|107|-0.70| 0.08|    0.83|    0.11|    0.07|   10.43|    0.43|    0.34|    2.327|    0.015|    0.013|    0.00074|    0.00002|    0.00002|285.137730|+47.917900
10847321|  1|  0|J18593933+4814098|78.321|18.594| 4859|   83| 4671|   77| 6.51| 0.13| 68.59| 2.39|KASC,PUBLIC                                  |4498| 78| 0.14| 0.05|    1.24|    0.17|    0.16|    8.09|    0.40|    0.39|    2.717|    0.017|    0.017|    0.00235|    0.00007|    0.00007|4576| 78| 0.20| 0.05|    1.33|    0.17|    0.16|    8.29|    0.38|    0.39|    2.724|    0.016|    0.017|    0.00234|    0.00007|    0.00007|284.913910|+48.236080
10907410|  1|  0|J18591190+4822500|78.436|18.716| 4701|   75| 4543|   70| 6.99| 0.14| 78.60| 1.76|PUBLIC                                       |4447| 68| 0.40| 0.04|    1.43|    0.13|    0.13|    8.08|    0.29|    0.30|    2.780|    0.011|    0.011|    0.00272|    0.00008|    0.00007|4539| 68| 0.53| 0.04|    1.51|    0.17|    0.16|    8.23|    0.35|    0.33|    2.783|    0.011|    0.010|    0.00270|    0.00009|    0.00008|284.799590|+48.380562
11018922|  1|  0|J19032480+4832089|78.846|18.115| 5154|  111| 4926|  101| 4.13| 0.10| 33.47| 0.76|KASC,PUBLIC                                  |4877| 96|-0.31| 0.07|    1.06|    0.12|    0.10|   10.43|    0.48|    0.44|    2.428|    0.011|    0.010|    0.00094|    0.00003|    0.00003|4854| 96|-0.38| 0.07|    1.07|    0.11|    0.10|   10.45|    0.45|    0.41|    2.428|    0.011|    0.011|    0.00093|    0.00003|    0.00003|285.853360|+48.535820
11018745|  1|  0|J19030378+4832065|78.824|18.169| 4635|   93| 4464|   87| 3.97| 0.13| 35.00| 1.13|KASC,PUBLIC                                  |4454| 69| 0.36| 0.04|    1.26|    0.18|    0.16|   11.33|    0.61|    0.61|    2.429|    0.015|    0.014|    0.00087|    0.00004|    0.00004|4544| 69| 0.49| 0.04|    1.33|    0.17|    0.21|   11.50|    0.67|    0.71|    2.433|    0.014|    0.020|    0.00086|    0.00004|    0.00004|285.765750|+48.535141
10848618|  1|  0|J19023097+4813496|78.490|18.146| 4847|  142| 4697|  134| 4.05| 0.12| 33.23| 0.87|PUBLIC                                       |4604| 87|-0.08| 0.06|    1.05|    0.14|    0.11|   10.53|    0.56|    0.47|    2.414|    0.012|    0.011|    0.00090|    0.00004|    0.00004|4654| 87|-0.07| 0.06|    1.06|    0.13|    0.11|   10.58|    0.54|    0.47|    2.416|    0.012|    0.011|    0.00090|    0.00004|    0.00004|285.629060|+48.230450
10908322|  1|  0|J19013362+4818334|78.509|18.323| 5074|  116| 4855|  106| 3.61| 0.08| 30.31| 0.87|PUBLIC                                       |4815|101|-0.43| 0.07|    1.34|    0.16|    0.15|   12.32|    0.55|    0.54|    2.383|    0.013|    0.013|    0.00072|    0.00002|    0.00002|4809|101|-0.52| 0.07|    1.34|    0.15|    0.15|   12.32|    0.55|    0.53|    2.384|    0.013|    0.014|    0.00072|    0.00002|    0.00002|285.390080|+48.309292
10964584|  1|  0|J19030356+4826449|78.736|18.138| 4964|  111| 4744|  102| 4.05| 0.09| 31.18| 0.77|KASC,PUBLIC                                  |4644|103|-0.47| 0.07|    0.88|    0.10|    0.05|    9.95|    0.42|    0.22|    2.391|    0.011|    0.010|    0.00090|    0.00003|    0.00003|4684|103|-0.54| 0.07|    0.89|    0.10|    0.05|    9.98|    0.44|    0.25|    2.392|    0.012|    0.010|    0.00090|    0.00003|    0.00003|285.764860|+48.445808
10522111|  1|  0|J19025115+4747473|78.085|17.939| 5087|  101| 4835|   92| 3.57| 0.12| 27.06| 0.63|PUBLIC                                       |4593| 97|-0.34| 0.07|    0.93|    0.13|    0.08|   10.99|    0.65|    0.41|    2.326|    0.011|    0.011|    0.00070|    0.00003|    0.00003|4646| 97|-0.38| 0.07|    0.95|    0.13|    0.10|   11.09|    0.64|    0.48|    2.328|    0.012|    0.011|    0.00070|    0.00003|    0.00003|285.713170|+47.796478
10586902|  1|  0|J19031115+4753540|78.206|17.924| 4989|  100| 4765|   91| 5.07| 0.11| 45.16| 2.68|PUBLIC                                       |4538|100|-0.40| 0.07|    0.91|    0.20|    0.11|    8.64|    0.61|    0.34|    2.528|    0.024|    0.016|    0.00142|    0.00004|    0.00004|4606|100|-0.45| 0.07|    0.95|    0.22|    0.13|    8.73|    0.67|    0.39|    2.532|    0.027|    0.017|    0.00142|    0.00004|    0.00004|285.796480|+47.898350
10587122|  1|  0|J19033449+4748388|78.144|17.831| 4739|  131| 4610|  124| 4.33| 0.09| 37.36| 0.80|PUBLIC                                       |4559| 79| 0.12| 0.05|    1.13|    0.15|    0.14|   10.32|    0.56|    0.56|    2.462|    0.012|    0.011|    0.00103|    0.00004|    0.00004|4621| 79| 0.17| 0.05|    1.16|    0.16|    0.18|   10.44|    0.58|    0.70|    2.464|    0.013|    0.012|    0.00102|    0.00005|    0.00004|285.893740|+47.810780
10522084|  1|  0|J19024774+4745344|78.045|17.935| 4908|  118| 4787|  112| 4.72| 0.10| 45.76| 1.28|PUBLIC                                       |4694| 85|-0.02| 0.06|    1.55|    0.15|    0.19|   10.86|    0.35|    0.55|    2.558|    0.012|    0.014|    0.00122|    0.00004|    0.00003|4720| 85|-0.01| 0.06|    1.58|    0.14|    0.20|   10.97|    0.30|    0.61|    2.559|    0.013|    0.014|    0.00122|    0.00004|    0.00003|285.698940|+47.759571
10652469|  1|  0|J19025294+4754239|78.195|17.974| 4763|   95| 4596|   89| 5.40| 0.12| 50.26| 1.12|PUBLIC                                       |4499| 99|-0.37| 0.07|    1.13|    0.12|    0.12|    8.87|    0.38|    0.39|    2.595|    0.011|    0.011|    0.00162|    0.00005|    0.00005|4577| 99|-0.40| 0.07|    1.15|    0.13|    0.11|    8.94|    0.39|    0.38|    2.597|    0.012|    0.012|    0.00162|    0.00005|    0.00005|285.720610|+47.906651
10784013|  1|  0|J19031936+4809465|78.474|17.997| 4612|   93| 4408|   85| 2.27| 0.05| 17.02| 0.90|KASC,PUBLIC,LUMINOUS_RGB                     |4387| 93|-0.24| 0.06|    1.22|    0.26|    0.22|   16.28|    1.13|    1.11|    2.103|    0.025|    0.026|    0.00028|    0.00001|    0.00001|4494| 93|-0.23| 0.06|    1.32|    0.26|    0.22|   16.69|    1.12|    1.02|    2.114|    0.023|    0.025|    0.00028|    0.00001|    0.00001|285.830690|+48.162941
10849541|  1|  0|J19043241+4817060|78.670|17.851| 4636|   92| 4467|   85| 2.83| 0.06| 21.72| 0.52|KASC,PUBLIC                                  |4363| 95|-0.28| 0.06|    1.15|    0.13|    0.11|   13.73|    0.61|    0.55|    2.222|    0.011|    0.012|    0.00044|    0.00001|    0.00001|4477| 95|-0.27| 0.06|    1.18|    0.13|    0.12|   13.89|    0.60|    0.56|    2.225|    0.012|    0.012|    0.00044|    0.00001|    0.00001|286.135070|+48.285000
10718491|  1|  0|J19043294+4803072|78.442|17.766| 4835|   96| 4663|   89| 4.93| 0.11| 48.88| 1.12|PUBLIC                                       |4591| 84| 0.00| 0.05|    1.50|    0.17|    0.14|   10.38|    0.47|    0.42|    2.581|    0.011|    0.011|    0.00134|    0.00004|    0.00004|4645| 84| 0.03| 0.05|    1.54|    0.19|    0.17|   10.48|    0.52|    0.46|    2.583|    0.012|    0.011|    0.00134|    0.00005|    0.00005|286.137270|+48.052021
10849000|  1|  0|J19032016+4816427|78.589|18.036| 4783|  100| 4576|   92| 6.24| 0.14| 61.67| 1.76|PUBLIC                                       |4558| 86|-0.06| 0.06|    1.14|    0.14|    0.13|    8.09|    0.39|    0.37|    2.679|    0.014|    0.014|    0.00215|    0.00007|    0.00007|4620| 86|-0.04| 0.06|    1.17|    0.14|    0.13|    8.18|    0.38|    0.38|    2.682|    0.015|    0.014|    0.00215|    0.00007|    0.00007|285.834010|+48.278549
10653200|  1|  0|J19043358+4754006|78.294|17.709| 4922|   89| 4705|   82| 4.33| 0.08| 39.57| 1.34|PUBLIC                                       |4623| 84| 0.00| 0.05|    1.36|    0.17|    0.16|   10.96|    0.48|    0.47|    2.490|    0.015|    0.016|    0.00103|    0.00003|    0.00003|4668| 84| 0.03| 0.05|    1.38|    0.17|    0.15|   11.04|    0.48|    0.43|    2.493|    0.015|    0.016|    0.00103|    0.00003|    0.00003|286.139950|+47.900169
10653383|  1|  0|J19045722+4755324|78.344|17.657| 4922|   79| 4775|   74| 4.42| 0.10| 41.36| 1.17|PUBLIC                                       |4754| 86|-0.05| 0.06|    1.49|    0.17|    0.13|   11.15|    0.51|    0.37|    2.516|    0.012|    0.013|    0.00107|    0.00003|    0.00003|4764| 86|-0.05| 0.06|    1.48|    0.18|    0.12|   11.15|    0.52|    0.36|    2.516|    0.012|    0.013|    0.00107|    0.00003|    0.00003|286.238400|+47.925671
10587702|  1|  0|J19044603+4753567|78.306|17.676| 4753|   78| 4588|   73| 4.89| 0.10| 45.08| 1.66|PUBLIC                                       |4453| 82| 0.04| 0.05|    1.11|    0.18|    0.14|    9.45|    0.52|    0.45|    2.534|    0.020|    0.017|    0.00132|    0.00004|    0.00004|4543| 82| 0.09| 0.05|    1.19|    0.17|    0.16|    9.66|    0.50|    0.49|    2.542|    0.018|    0.018|    0.00131|    0.00004|    0.00004|286.191830|+47.899090
10718902|  1|  0|J19052737+4804518|78.528|17.635| 4961|  102| 4747|   94| 4.14| 0.13| 29.26| 0.94|PUBLIC                                       |4609| 95|-0.27| 0.06|        |        |        |        |        |        |         |         |         |           |           |           |4658| 95|-0.30| 0.06|        |        |        |        |        |        |         |         |         |           |           |           |286.364070|+48.081081
10784996|  1|  0|J19052717+4809030|78.596|17.661| 4531|   85| 4353|   78| 2.90| 0.10| 22.74| 0.56|PUBLIC                                       |4360| 86|-0.05| 0.06|    1.15|    0.17|    0.14|   13.50|    0.83|    0.74|    2.239|    0.012|    0.012|    0.00047|    0.00002|    0.00002|4474| 86|-0.01| 0.06|    1.21|    0.18|    0.15|   13.77|    0.84|    0.75|    2.243|    0.012|    0.012|    0.00046|    0.00002|    0.00002|286.363250|+48.150841
10965536|  1|  0|J19051949+4829071|78.916|17.801| 4772|   97| 4567|   89| 3.25| 0.07| 26.87| 0.83|KASC,PUBLIC                                  |4469| 94|-0.24| 0.06|    1.27|    0.16|    0.15|   12.95|    0.62|    0.60|    2.316|    0.015|    0.015|    0.00058|    0.00002|    0.00002|4555| 94|-0.25| 0.06|    1.31|    0.17|    0.15|   13.10|    0.62|    0.60|    2.320|    0.014|    0.015|    0.00058|    0.00002|    0.00002|286.331210|+48.485321
11074543|  1|  0|J19060646+4836249|79.084|17.724| 4798|   94| 4631|   87| 5.95| 0.13| 56.87| 1.25|PUBLIC                                       |4520| 93|-0.23| 0.06|    1.10|    0.11|    0.12|    8.25|    0.34|    0.35|    2.648|    0.010|    0.012|    0.00197|    0.00006|    0.00006|4592| 93|-0.24| 0.06|    1.12|    0.12|    0.11|    8.31|    0.35|    0.35|    2.650|    0.010|    0.011|    0.00196|    0.00006|    0.00006|286.526920|+48.606941
11019954|  1|  0|J19061384+4835564|79.084|17.702| 5019|   93| 4871|   88| 4.18| 0.11| 34.64| 0.79|PUBLIC                                       |4837| 93|-0.22| 0.06|    1.12|    0.13|    0.12|   10.52|    0.52|    0.50|    2.441|    0.011|    0.011|    0.00096|    0.00004|    0.00004|4825| 93|-0.27| 0.06|    1.12|    0.12|    0.12|   10.54|    0.48|    0.49|    2.441|    0.011|    0.011|    0.00096|    0.00004|    0.00004|286.557710|+48.599018
11020211|  1|  0|J19065498+4830092|79.033|17.562| 4973|   92| 4826|   87| 9.72| 0.24|104.63| 2.20|PUBLIC                                       |4636|101|-0.42| 0.07|    0.99|    0.11|    0.10|    5.73|    0.27|    0.24|    2.919|    0.011|    0.010|    0.00528|    0.00018|    0.00019|4678|101|-0.48| 0.07|    1.01|    0.12|    0.10|    5.76|    0.28|    0.24|    2.921|    0.011|    0.010|    0.00528|    0.00019|    0.00018|286.729130|+48.502560
11020101|  1|  0|J19063828+4835388|79.105|17.638| 5015|   92| 4878|   88| 8.52| 0.51|122.66| 8.07|PUBLIC                                       |4862| 77| 0.16| 0.05|    2.17|    0.34|    0.33|    8.00|    0.53|    0.52|    2.964|    0.023|    0.025|    0.00420|    0.00032|    0.00030|4844| 77| 0.20| 0.05|    2.16|    0.35|    0.33|    8.00|    0.54|    0.52|    2.964|    0.023|    0.024|    0.00421|    0.00031|    0.00031|286.659520|+48.594109
10966241|  1|  0|J19071222+4825381|78.977|17.490| 5272|  105| 5037|   96| 8.41| 0.19| 97.02| 2.29|PUBLIC                                       |4872| 95|-0.27| 0.06|    1.52|    0.16|    0.15|    7.30|    0.32|    0.31|    2.892|    0.011|    0.012|    0.00390|    0.00013|    0.00012|4851| 95|-0.34| 0.06|    1.51|    0.17|    0.16|    7.28|    0.32|    0.32|    2.892|    0.012|    0.011|    0.00391|    0.00013|    0.00013|286.800900|+48.427261
10910541|  1|  0|J19071126+4819099|78.871|17.453| 4977|   97| 4756|   89| 3.87| 0.12| 30.27| 0.81|PUBLIC                                       |4609| 98|-0.36| 0.07|    0.95|    0.13|    0.08|   10.48|    0.57|    0.39|    2.375|    0.013|    0.012|    0.00082|    0.00003|    0.00003|4658| 98|-0.41| 0.07|    0.97|    0.12|    0.10|   10.57|    0.55|    0.46|    2.377|    0.013|    0.012|    0.00082|    0.00003|    0.00003|286.796910|+48.319431
10910802|  1|  0|J19074810+4820421|78.935|17.367| 4650|   84| 4462|   77| 3.03| 0.06| 23.14| 0.81|KASC,PUBLIC                                  |4369| 79| 0.12| 0.05|    1.03|    0.13|    0.08|   12.70|    0.60|    0.38|    2.245|    0.015|    0.012|    0.00050|    0.00001|    0.00001|4481| 79| 0.20| 0.05|    1.08|    0.16|    0.11|   12.88|    0.65|    0.49|    2.250|    0.016|    0.013|    0.00050|    0.00002|    0.00002|286.950440|+48.345051
10910889|  1|  0|J19080097+4818597|78.921|17.324| 4840|   96| 4637|   88| 4.64| 0.10| 47.66| 2.18|KASC,PUBLIC                                  |4583| 71| 0.32| 0.04|    1.74|    0.23|    0.19|   11.37|    0.56|    0.50|    2.566|    0.018|    0.017|    0.00118|    0.00004|    0.00003|4638| 71| 0.42| 0.04|    1.84|    0.25|    0.17|   11.59|    0.59|    0.31|    2.575|    0.016|    0.017|    0.00118|    0.00004|    0.00004|287.004060|+48.316589
10910523|  1|  0|J19070716+4821188|78.902|17.476| 4636|   81| 4449|   75| 3.13| 0.07| 25.18| 0.74|PUBLIC                                       |4375| 88|-0.10| 0.06|    1.17|    0.15|    0.13|   12.92|    0.64|    0.59|    2.283|    0.014|    0.015|    0.00054|    0.00002|    0.00002|4486| 88|-0.07| 0.06|    1.22|    0.16|    0.14|   13.12|    0.63|    0.61|    2.288|    0.014|    0.014|    0.00054|    0.00002|    0.00002|286.779880|+48.355240
11075908|  1|  0|J19094166+4838089|79.340|17.183| 5020|  108| 4785|   99| 4.33| 0.08| 37.93| 1.42|KASC,PUBLIC                                  |4648| 88|-0.11| 0.06|    1.21|    0.16|    0.17|   10.58|    0.49|    0.56|    2.473|    0.017|    0.018|    0.00103|    0.00003|    0.00003|4686| 88|-0.12| 0.06|    1.23|    0.16|    0.17|   10.62|    0.48|    0.54|    2.475|    0.017|    0.018|    0.00103|    0.00003|    0.00003|287.423610|+48.635818
10966458|  1|  0|J19074692+4824360|78.997|17.394| 4779|  108| 4596|  100| 3.93| 0.10| 32.13| 0.88|PUBLIC,LUMINOUS_RGB                          |4528| 85|-0.03| 0.06|    1.04|    0.12|    0.10|   10.70|    0.51|    0.43|    2.396|    0.012|    0.012|    0.00085|    0.00003|    0.00003|4598| 85| 0.00| 0.06|    1.07|    0.12|    0.10|   10.80|    0.51|    0.44|    2.399|    0.012|    0.012|    0.00085|    0.00003|    0.00003|286.945530|+48.410000
10910674|  1|  0|J19072960+4823496|78.966|17.434| 4731|   84| 4579|   79| 4.05| 0.08| 36.02| 1.43|PUBLIC                                       |4532| 86|-0.06| 0.06|    1.27|    0.20|    0.18|   11.20|    0.61|    0.60|    2.443|    0.018|    0.019|    0.00090|    0.00003|    0.00003|4601| 86|-0.04| 0.06|    1.31|    0.22|    0.19|   11.33|    0.65|    0.62|    2.447|    0.018|    0.019|    0.00090|    0.00003|    0.00003|286.873320|+48.397121
10966950|  1|  0|J19085757+4829059|79.146|17.240| 4835|   88| 4612|   80| 3.68| 0.07| 29.58| 1.02|PUBLIC                                       |4512| 90|-0.14| 0.06|    1.04|    0.14|    0.11|   11.18|    0.54|    0.44|    2.358|    0.016|    0.015|    0.00074|    0.00002|    0.00002|4586| 90|-0.14| 0.06|    1.08|    0.14|    0.12|   11.31|    0.53|    0.50|    2.362|    0.016|    0.015|    0.00074|    0.00002|    0.00002|287.239900|+48.484982
11602793|  1|  0|J19091653+4938340|80.294|17.617| 5057|   99| 4861|   92|10.35| 0.20|122.83| 2.51|PUBLIC                                       |4844| 90|-0.16| 0.06|    1.34|    0.13|    0.12|    6.10|    0.23|    0.22|    2.993|    0.010|    0.010|    0.00590|    0.00017|    0.00016|4830| 90|-0.19| 0.06|    1.33|    0.12|    0.12|    6.09|    0.23|    0.22|    2.994|    0.010|    0.010|    0.00591|    0.00016|    0.00017|287.318910|+49.642799
11551758|  1|  0|J19103742+4934534|80.319|17.392| 4917|  100| 4729|   93| 3.88| 0.10| 31.05| 1.02|PUBLIC                                       |4625| 90|-0.16| 0.06|    1.03|    0.13|    0.11|   10.77|    0.54|    0.44|    2.387|    0.014|    0.014|    0.00082|    0.00003|    0.00003|4669| 90|-0.17| 0.06|    1.04|    0.13|    0.11|   10.82|    0.54|    0.45|    2.389|    0.014|    0.013|    0.00082|    0.00003|    0.00003|287.655940|+49.581501
11654305|  1|  0|J19100322+4945373|80.457|17.543| 4879|  104| 4674|   96| 5.29| 0.11| 51.88| 1.10|PUBLIC                                       |4551| 84| 0.00| 0.05|    1.34|    0.13|    0.13|    9.55|    0.37|    0.37|    2.606|    0.010|    0.010|    0.00154|    0.00005|    0.00005|4615| 84| 0.04| 0.05|    1.36|    0.14|    0.12|    9.60|    0.40|    0.37|    2.608|    0.010|    0.010|    0.00154|    0.00005|    0.00005|287.513430|+49.760361
